,0,1
683,253,1.0
684,1423,1.0
685,25,1.0
686,1199,1.0
687,779,1.0
688,1169,1.0
689,245,1.0
690,905,1.0
691,101,1.0
692,1008,1.0
693,713,1.0
694,1153,1.0
695,720,1.0
696,627,1.0
697,373,1.0
698,347,1.0
699,690,1.0
700,503,1.0
701,965,1.0
702,789,1.0
703,823,1.0
704,1507,1.0
705,973,1.0
706,941,1.0
707,743,1.0
708,567,1.0
709,464,1.0
710,63,1.0
711,50,1.0
712,840,1.0
713,1381,1.0
714,186,1.0
715,88,1.0
716,1155,1.0
717,430,1.0
718,1120,1.0
719,1370,1.0
720,345,1.0
721,1165,1.0
722,1373,1.0
723,611,1.0
724,974,1.0
725,1236,1.0
726,451,1.0
727,31,1.0
728,1690,1.0
729,1560,1.0
730,314,1.0
731,723,1.0
732,558,1.0
733,452,1.0
734,1023,1.0
735,1203,1.0
736,1020,1.0
737,520,1.0
738,1,1.0
739,371,1.0
740,428,1.0
741,1684,1.0
742,1160,1.0
743,602,1.0
744,151,1.0
745,447,1.0
746,681,1.0
747,1728,1.0
748,200,1.0
749,1014,1.0
750,1138,1.0
751,1685,1.0
752,1253,1.0
753,1095,1.0
754,817,1.0
755,299,1.0
756,443,1.0
757,1704,1.0
758,1065,1.0
759,1149,1.0
760,1637,1.0
761,1546,1.0
762,924,1.0
763,257,1.0
764,1470,1.0
765,1117,1.0
766,1351,1.0
767,1038,1.0
768,244,1.0
769,628,1.0
770,229,1.0
771,898,1.0
772,1212,1.0
773,1308,1.0
774,1307,1.0
775,1042,1.0
776,309,1.0
777,658,1.0
778,334,1.0
779,710,1.0
780,1007,1.0
781,682,1.0
782,1198,1.0
783,132,1.0
784,1374,1.0
785,434,1.0
786,662,1.0
787,382,1.0
788,390,1.0
789,313,1.0
790,9,1.0
791,614,1.0
792,752,1.0
793,581,1.0
794,730,1.0
795,365,1.0
796,460,1.0
797,1713,1.0
798,521,1.0
799,588,1.0
800,350,1.0
801,423,1.0
802,1698,1.0
803,374,1.0
804,154,1.0
805,1064,1.0
806,203,1.0
807,642,1.0
808,1706,1.0
809,700,1.0
810,698,1.0
811,496,1.0
812,1414,1.0
813,693,1.0
814,1231,1.0
815,1208,1.0
816,1572,1.0
817,715,1.0
818,630,1.0
819,1041,1.0
820,57,1.0
821,1574,1.0
822,796,1.0
823,401,1.0
824,1440,1.0
825,1021,1.0
826,1566,1.0
827,165,1.0
828,44,1.0
829,145,1.0
830,1344,1.0
831,522,1.0
832,219,1.0
833,1670,1.0
834,1218,1.0
835,735,1.0
836,1295,1.0
837,1205,1.0
838,366,1.0
839,610,1.0
840,919,1.0
841,1531,1.0
842,1252,1.0
843,354,1.0
844,591,1.0
845,59,1.0
846,673,1.0
847,1710,1.0
848,1035,1.0
849,1086,1.0
850,509,1.0
851,827,1.0
852,697,1.0
853,1569,1.0
854,763,1.0
855,761,1.0
856,513,1.0
857,1564,1.0
858,1655,1.0
859,1455,1.0
860,392,1.0
861,640,1.0
862,768,1.0
863,906,1.0
864,701,1.0
865,1656,1.0
866,956,1.0
867,247,1.0
868,885,1.0
869,252,1.0
870,732,1.0
871,845,1.0
872,24,1.0
873,1413,1.0
874,1372,1.0
875,612,1.0
876,961,1.0
877,1650,1.0
878,856,1.0
879,178,1.0
880,1633,1.0
881,1286,1.0
882,355,1.0
883,1424,1.0
884,869,1.0
885,967,1.0
886,1462,1.0
887,325,1.0
888,551,1.0
889,1478,1.0
890,1265,1.0
891,184,1.0
892,1245,1.0
893,129,1.0
894,687,1.0
895,1408,1.0
896,386,1.0
897,506,1.0
898,1262,1.0
899,1521,1.0
900,311,1.0
901,1668,1.0
902,615,1.0
903,1612,1.0
904,370,1.0
905,1557,1.0
906,1255,1.0
907,291,1.0
908,1083,1.0
909,1173,1.0
910,8,1.0
911,876,1.0
912,777,1.0
913,1640,1.0
914,711,1.0
915,677,1.0
916,134,1.0
917,1197,1.0
918,1406,1.0
919,1339,1.0
920,1106,1.0
921,699,1.0
922,703,1.0
923,1443,1.0
924,240,1.0
925,1616,1.0
926,429,1.0
927,1635,1.0
928,478,1.0
929,1686,1.0
930,725,1.0
931,1389,1.0
932,1675,1.0
933,936,1.0
934,255,1.0
935,405,1.0
936,580,1.0
937,1652,1.0
938,1743,1.0
939,98,1.0
940,1494,1.0
941,786,1.0
942,1429,1.0
943,604,1.0
944,1644,1.0
945,1725,1.0
946,1595,1.0
947,454,1.0
948,1000,1.0
949,774,1.0
950,976,1.0
951,408,1.0
952,1033,1.0
953,37,1.0
954,1538,1.0
955,560,1.0
956,268,1.0
957,36,1.0
958,127,1.0
959,717,1.0
960,375,1.0
961,517,1.0
962,958,1.0
963,1261,1.0
964,1562,1.0
965,813,1.0
966,578,1.0
967,180,1.0
968,330,1.0
969,1002,1.0
970,547,1.0
971,811,1.0
972,1584,1.0
973,1361,1.0
974,1056,1.0
975,672,1.0
976,1019,1.0
977,912,1.0
978,436,1.0
979,1187,1.0
980,1190,1.0
981,867,1.0
982,689,1.0
983,30,1.0
984,1118,1.0
985,449,1.0
986,1523,1.0
987,1215,1.0
988,696,1.0
989,260,1.0
990,959,1.0
991,1009,1.0
992,1349,1.0
993,1185,1.0
994,103,1.0
995,915,1.0
996,913,1.0
997,1039,1.0
998,557,1.0
999,35,1.0
1000,194,1.0
1001,1115,1.0
1002,943,1.0
1003,1004,1.0
1004,1425,1.0
1005,273,1.0
1006,298,1.0
1007,225,1.0
1008,1468,1.0
1009,674,1.0
1010,1599,1.0
1011,745,1.0
1012,636,1.0
1013,490,1.0
1014,238,1.0
1015,663,1.0
1016,1228,1.0
1017,437,1.0
1018,364,1.0
1019,68,1.0
1020,1396,1.0
1021,1291,1.0
1022,1360,1.0
1023,141,1.0
1024,835,1.0
1025,1274,1.0
1026,910,1.0
1027,1620,1.0
1028,1227,1.0
1029,420,1.0
1030,729,1.0
1031,1331,1.0
1032,953,1.0
1033,822,1.0
1034,333,1.0
1035,980,1.0
1036,1322,1.0
1037,1271,1.0
1038,671,1.0
1039,284,1.0
1040,208,1.0
1041,545,1.0
1042,0,1.0
1043,670,1.0
1044,592,1.0
1045,1388,1.0
1046,189,1.0
1047,1519,1.0
1048,1353,1.0
1049,1570,1.0
1050,806,1.0
1051,764,1.0
1052,1061,1.0
1053,1069,1.0
1054,1729,1.0
1055,1341,1.0
1056,1188,1.0
1057,381,1.0
1058,613,1.0
1059,773,1.0
1060,65,1.0
1061,542,1.0
1062,1356,1.0
1063,1417,1.0
1064,118,1.0
1065,1024,1.0
1066,949,1.0
1067,1082,1.0
1068,839,1.0
1069,1598,1.0
1070,541,1.0
1071,1483,1.0
1072,668,1.0
1073,1508,1.0
1074,881,1.0
1075,1320,1.0
1076,1224,1.0
1077,391,1.0
1078,901,1.0
1079,56,1.0
1080,1516,1.0
1081,303,1.0
1082,1449,1.0
1083,86,1.0
1084,930,1.0
1085,1167,1.0
1086,1472,1.0
1087,384,1.0
1088,52,1.0
1089,1017,1.0
1090,1225,1.0
1091,1284,1.0
1092,1496,1.0
1093,82,1.0
1094,1477,1.0
1095,574,1.0
1096,142,1.0
1097,914,1.0
1098,1073,1.0
1099,1239,1.0
1100,816,1.0
1101,1257,1.0
1102,1500,1.0
1103,1232,1.0
1104,925,1.0
1105,159,1.0
1106,776,1.0
1107,1143,1.0
1108,54,1.0
1109,1419,1.0
1110,1471,1.0
1111,19,1.0
1112,505,1.0
1113,894,1.0
1114,1573,1.0
1115,1605,1.0
1116,234,1.0
1117,983,1.0
1118,46,1.0
1119,69,1.0
1120,1448,1.0
1121,236,1.0
1122,400,1.0
1123,970,1.0
1124,120,1.0
1125,29,1.0
1126,1162,1.0
1127,923,1.0
1128,417,1.0
1129,1094,1.0
1130,1105,1.0
1131,1505,1.0
1132,1386,1.0
1133,1490,1.0
1134,294,1.0
1135,798,1.0
1136,1003,1.0
1137,1202,1.0
1138,1626,1.0
1139,1340,1.0
1140,251,1.0
1141,1045,1.0
1142,1371,1.0
1143,1689,1.0
1144,130,1.0
1145,232,1.0
1146,239,1.0
1147,1392,1.0
1148,1300,1.0
1149,74,1.0
1150,1663,1.0
1151,123,1.0
1152,1403,1.0
1153,1705,1.0
1154,106,1.0
1155,83,1.0
1156,1317,1.0
1157,32,1.0
1158,889,1.0
1159,1430,1.0
1160,1576,1.0
1161,572,1.0
1162,1258,1.0
1163,174,1.0
1164,1563,1.0
1165,850,1.0
1166,1517,1.0
1167,1037,1.0
1168,1087,1.0
1169,645,1.0
1170,196,1.0
1171,1459,1.0
1172,102,1.0
1173,274,1.0
1174,207,1.0
1175,744,1.0
1176,1326,1.0
1177,1593,1.0
1178,1085,1.0
1179,171,1.0
1180,1491,1.0
1181,1375,1.0
1182,605,1.0
1183,899,1.0
1184,1643,1.0
1185,1646,1.0
1186,39,1.0
1187,1529,1.0
1188,61,1.0
1189,1071,1.0
1190,473,1.0
1191,1123,1.0
1192,99,1.0
1193,830,1.0
1194,265,1.0
1195,880,1.0
1196,515,1.0
1197,570,1.0
1198,474,1.0
1199,448,1.0
1200,1074,1.0
1201,1434,1.0
1202,461,1.0
1203,997,1.0
1204,1112,1.0
1205,1266,1.0
1206,210,1.0
1207,15,1.0
1208,1133,1.0
1209,818,1.0
1210,27,1.0
1211,1006,1.0
1212,794,1.0
1213,410,1.0
1214,119,1.0
1215,1660,1.0
1216,641,1.0
1217,510,1.0
1218,1544,1.0
1219,199,1.0
1220,1682,1.0
1221,349,1.0
1222,1661,1.0
1223,893,1.0
1224,1241,1.0
1225,20,1.0
1226,589,1.0
1227,377,1.0
1228,499,1.0
1229,153,1.0
1230,1119,1.0
1231,1498,1.0
1232,231,1.0
1233,902,1.0
1234,398,1.0
1235,271,1.0
1236,1216,1.0
1237,1337,1.0
1238,532,1.0
1239,667,1.0
1240,862,1.0
1241,1363,1.0
1242,1578,1.0
1243,419,1.0
1244,987,1.0
1245,553,1.0
1246,1207,1.0
1247,1541,1.0
1248,812,1.0
1249,1144,1.0
1250,926,1.0
1251,874,1.0
1252,226,1.0
1253,1161,1.0
1254,28,1.0
1255,1611,1.0
1256,903,1.0
1257,502,1.0
1258,1296,1.0
1259,327,1.0
1260,187,1.0
1261,388,1.0
1262,1053,1.0
1263,1460,1.0
1264,1352,1.0
1265,42,1.0
1266,1127,1.0
1267,362,1.0
1268,1404,1.0
1269,504,1.0
1270,1111,1.0
1271,1669,1.0
1272,960,1.0
1273,1088,1.0
1274,1723,1.0
1275,497,1.0
1276,787,1.0
1277,808,1.0
1278,278,1.0
1279,1442,1.0
1280,18,1.0
1281,399,1.0
1282,453,1.0
1283,1107,1.0
1284,264,1.0
1285,1137,1.0
1286,1384,1.0
1287,1393,1.0
1288,422,1.0
1289,135,1.0
1290,1735,1.0
1291,1026,1.0
1292,1597,1.0
1293,1148,1.0
1294,1130,1.0
1295,978,1.0
1296,694,1.0
1297,228,1.0
1298,1139,1.0
1299,1109,1.0
1300,556,1.0
1301,491,1.0
1302,726,1.0
1303,1260,1.0
1304,1518,1.0
1305,647,1.0
1306,1696,1.0
1307,1100,1.0
1308,676,1.0
1309,596,1.0
1310,791,1.0
1311,1630,1.0
1312,618,1.0
1313,804,1.0
1314,1610,1.0
1315,619,1.0
1316,590,1.0
1317,1580,1.0
1318,263,1.0
1319,1210,1.0
1320,1282,1.0
1321,1270,1.0
1322,523,1.0
1323,481,1.0
1324,439,1.0
1325,1081,1.0
1326,1681,1.0
1327,1575,1.0
1328,329,1.0
1329,1502,1.0
1330,1047,1.0
1331,565,1.0
1332,886,1.0
1333,1248,1.0
1334,1659,1.0
1335,279,1.0
1336,595,1.0
1337,1077,1.0
1338,191,1.0
1339,1298,1.0
1340,1186,1.0
1341,938,1.0
1342,1211,1.0
1343,875,1.0
1344,1246,1.0
1345,1084,1.0
1346,1410,1.0
1347,1405,1.0
1348,34,1.0
1349,412,1.0
1350,1642,1.0
1351,1536,1.0
1352,546,1.0
1353,1200,1.0
1354,1741,1.0
1355,1136,1.0
1356,1676,1.0
1357,1043,1.0
1358,1702,1.0
1359,1727,1.0
1360,1732,1.0
1361,1556,1.0
1362,182,1.0
1363,577,1.0
1364,1398,1.0
1365,1350,1.0
1366,991,1.0
1367,1402,1.0
1368,1730,1.0
1369,1606,1.0
1370,1719,1.0
1371,608,1.0
1372,1688,1.0
1373,550,1.0
1374,1281,1.0
1375,498,1.0
1376,281,1.0
1377,235,1.0
1378,1015,1.0
1379,685,1.0
1380,1722,1.0
1381,633,1.0
1382,1012,1.0
1383,295,1.0
1384,1716,1.0
1385,433,1.0
1386,1444,1.0
1387,485,1.0
1388,859,1.0
1389,1131,1.0
1390,559,1.0
1391,397,1.0
1392,1368,1.0
1393,1174,1.0
1394,1412,1.0
1395,1380,1.0
1396,71,1.0
1397,4336,-1.0
1398,4157,-1.0
1399,2141,-1.0
1400,4049,-1.0
1401,3315,-1.0
1402,2126,-1.0
1403,2609,-1.0
1404,1748,-1.0
1405,5234,-1.0
1406,4690,-1.0
1407,4428,-1.0
1408,1942,-1.0
1409,3752,-1.0
1410,3281,-1.0
1411,3642,-1.0
1412,2838,-1.0
1413,3518,-1.0
1414,4899,-1.0
1415,3198,-1.0
1416,5049,-1.0
1417,2975,-1.0
1418,3083,-1.0
1419,2389,-1.0
1420,2381,-1.0
1421,4478,-1.0
1422,2925,-1.0
1423,3519,-1.0
1424,1870,-1.0
1425,4116,-1.0
1426,5022,-1.0
1427,2483,-1.0
1428,3048,-1.0
1429,1989,-1.0
1430,2360,-1.0
1431,3914,-1.0
1432,2441,-1.0
1433,2741,-1.0
1434,4447,-1.0
1435,5196,-1.0
1436,1813,-1.0
1437,4851,-1.0
1438,3040,-1.0
1439,4673,-1.0
1440,3123,-1.0
1441,2981,-1.0
1442,2193,-1.0
1443,2624,-1.0
1444,5285,-1.0
1445,3718,-1.0
1446,3653,-1.0
1447,4663,-1.0
1448,3181,-1.0
1449,3268,-1.0
1450,3389,-1.0
1451,3434,-1.0
1452,2934,-1.0
1453,1763,-1.0
1454,2268,-1.0
1455,3487,-1.0
1456,3632,-1.0
1457,1849,-1.0
1458,4480,-1.0
1459,3332,-1.0
1460,2961,-1.0
1461,4981,-1.0
1462,2839,-1.0
1463,4065,-1.0
1464,5182,-1.0
1465,3822,-1.0
1466,4121,-1.0
1467,1769,-1.0
1468,2875,-1.0
1469,2253,-1.0
1470,4360,-1.0
1471,3607,-1.0
1472,5171,-1.0
1473,3500,-1.0
1474,4925,-1.0
1475,5136,-1.0
1476,2020,-1.0
1477,4475,-1.0
1478,3525,-1.0
1479,2761,-1.0
1480,5153,-1.0
1481,3804,-1.0
1482,4411,-1.0
1483,4489,-1.0
1484,5264,-1.0
1485,2843,-1.0
1486,4708,-1.0
1487,3309,-1.0
1488,3280,-1.0
1489,3727,-1.0
1490,4084,-1.0
1491,4505,-1.0
1492,4439,-1.0
1493,3477,-1.0
1494,2143,-1.0
1495,4617,-1.0
1496,4798,-1.0
1497,2294,-1.0
1498,3770,-1.0
1499,4255,-1.0
1500,3456,-1.0
1501,5183,-1.0
1502,2433,-1.0
1503,3071,-1.0
1504,2240,-1.0
1505,4028,-1.0
1506,4596,-1.0
1507,4510,-1.0
1508,4940,-1.0
1509,4582,-1.0
1510,4204,-1.0
1511,2902,-1.0
1512,2252,-1.0
1513,4327,-1.0
1514,5072,-1.0
1515,2830,-1.0
1516,4976,-1.0
1517,3679,-1.0
1518,3655,-1.0
1519,2762,-1.0
1520,4815,-1.0
1521,4749,-1.0
1522,3145,-1.0
1523,2578,-1.0
1524,3913,-1.0
1525,2053,-1.0
1526,4060,-1.0
1527,4929,-1.0
1528,2700,-1.0
1529,3598,-1.0
1530,2189,-1.0
1531,3007,-1.0
1532,4648,-1.0
1533,1982,-1.0
1534,3995,-1.0
1535,5031,-1.0
1536,3594,-1.0
1537,2298,-1.0
1538,4942,-1.0
1539,4741,-1.0
1540,4910,-1.0
1541,4035,-1.0
1542,4177,-1.0
1543,4715,-1.0
1544,4813,-1.0
1545,2760,-1.0
1546,4125,-1.0
1547,3011,-1.0
1548,2561,-1.0
1549,1789,-1.0
1550,4961,-1.0
1551,3463,-1.0
1552,3950,-1.0
1553,4603,-1.0
1554,2378,-1.0
1555,2988,-1.0
1556,2993,-1.0
1557,2091,-1.0
1558,2417,-1.0
1559,3634,-1.0
1560,4091,-1.0
